8001	4164	17.60279	-2.15423	8.99082	9.48819
8002	4162	17.59789	-2.13626	8.95684	9.45422
8003	4166	17.65758	-2.26073	8.98659	9.48396
8004	4167	17.65269	-2.24277	8.95261	9.44999
8005	4162	17.59789	-2.13626	8.95684	9.45422
8006	4165	17.64776	-2.22471	8.91846	9.41585
8007	4166	17.65758	-2.26073	8.98659	9.48396
8008	4162	17.59789	-2.13626	8.95684	9.45422
8009	4167	17.65269	-2.24277	8.95261	9.44999
8010	4165	17.64776	-2.22471	8.91846	9.41585
8011	4168	17.68398	-2.34752	8.94893	9.44631
8012	4167	17.65269	-2.24277	8.95261	9.44999
8013	4167	17.65269	-2.24277	8.95261	9.44999
8014	4168	17.68398	-2.34752	8.94893	9.44631
8015	4166	17.65758	-2.26073	8.98659	9.48396
8016	4169	17.67906	-2.32946	8.91478	9.41217
8017	4168	17.68398	-2.34752	8.94893	9.44631
8018	4165	17.64776	-2.22471	8.91846	9.41585
8019	4166	17.65758	-2.26073	8.98659	9.48396
8020	4168	17.68398	-2.34752	8.94893	9.44631
8021	4170	17.68888	-2.36549	8.98291	9.48028
8022	4171	17.69457	-2.40717	8.91221	9.40961
8023	4168	17.68398	-2.34752	8.94893	9.44631
8024	4169	17.67906	-2.32946	8.91478	9.41217
8025	4170	17.68888	-2.36549	8.98291	9.48028
8026	4168	17.68398	-2.34752	8.94893	9.44631
8027	4172	17.70439	-2.4432	8.98034	9.47771
8028	4173	17.69949	-2.42523	8.94637	9.44375
8029	4168	17.68398	-2.34752	8.94893	9.44631
8030	4171	17.69457	-2.40717	8.91221	9.40961
8031	4172	17.70439	-2.4432	8.98034	9.47771
8032	4168	17.68398	-2.34752	8.94893	9.44631
8033	4173	17.69949	-2.42523	8.94637	9.44375
8034	4171	17.69457	-2.40717	8.91221	9.40961
8035	4174	17.70694	-2.45058	8.94548	9.44286
8036	4173	17.69949	-2.42523	8.94637	9.44375
8037	4173	17.69949	-2.42523	8.94637	9.44375
8038	4174	17.70694	-2.45058	8.94548	9.44286
8039	4172	17.70439	-2.4432	8.98034	9.47771
8040	4175	17.70201	-2.43252	8.91132	9.40872
8041	4174	17.70694	-2.45058	8.94548	9.44286
8042	4171	17.69457	-2.40717	8.91221	9.40961
8043	4172	17.70439	-2.4432	8.98034	9.47771
8044	4174	17.70694	-2.45058	8.94548	9.44286
8045	4176	17.71184	-2.46854	8.97945	9.47683
8046	4177	16.63839	-2.45586	8.91842	9.41581
8047	4178	16.6463	-2.42985	8.919	9.41639
8048	4179	16.63341	-2.44275	8.9206	9.41799
8049	4179	16.63341	-2.44275	8.9206	9.41799
8050	4178	16.6463	-2.42985	8.919	9.41639
8051	4180	16.64076	-2.41717	8.92118	9.41858
8052	4181	16.61623	-2.43911	8.92107	9.41846
8053	4182	16.62094	-2.45272	8.91888	9.41627
8054	4183	16.63341	-2.44275	8.9206	9.41799
8055	4183	16.63341	-2.44275	8.9206	9.41799
8056	4182	16.62094	-2.45272	8.91888	9.41627
8057	4184	16.63839	-2.45586	8.91842	9.41581
8058	4185	16.63527	-2.44956	8.93347	9.43086
8059	4186	16.61808	-2.44592	8.93394	9.43133
8060	4187	16.63341	-2.44275	8.9206	9.41799
8061	4187	16.63341	-2.44275	8.9206	9.41799
8062	4186	16.61808	-2.44592	8.93394	9.43133
8063	4188	16.61623	-2.43911	8.92107	9.41846
8064	4189	16.64076	-2.41717	8.92118	9.41858
8065	4190	16.64262	-2.42397	8.93405	9.43144
8066	4191	16.63341	-2.44275	8.9206	9.41799
8067	4191	16.63341	-2.44275	8.9206	9.41799
8068	4190	16.64262	-2.42397	8.93405	9.43144
8069	4192	16.63527	-2.44956	8.93347	9.43086
8070	4193	17.16568	-1.83453	8.92682	9.42421
8071	4194	17.16754	-1.84133	8.93969	9.43707
8072	4195	17.06699	-1.8481	8.92852	9.42591
8073	4195	17.06699	-1.8481	8.92852	9.42591
8074	4194	17.16754	-1.84133	8.93969	9.43707
8075	4196	17.06885	-1.85491	8.94139	9.43878
8076	4193	17.16568	-1.83453	8.92682	9.42421
8077	4197	17.26442	-1.84495	8.92442	9.42181
8078	4198	17.16754	-1.84133	8.93969	9.43707
8079	4198	17.16754	-1.84133	8.93969	9.43707
8080	4197	17.26442	-1.84495	8.92442	9.42181
8081	4199	17.26627	-1.85176	8.93729	9.43468
