VTX	 IDX	 gl_Position.x	 gl_Position.y	 gl_Position.z	 gl_Position.w
0	0	-71.66576	120.20323	50.20876	50.69434
1	1	-60.85202	182.6978	57.41161	57.89514
2	2	-71.66576	185.51228	52.08913	52.57419
3	3	-73.79599	190.08394	-15.5024	-14.99803
4	4	-73.79596	-3.95197	-21.0891	-20.58313
5	5	-91.95906	189.98781	-15.32057	-14.81625
6	5	-91.95906	189.98781	-15.32057	-14.81625
7	4	-73.79596	-3.95197	-21.0891	-20.58313
8	6	-91.95903	-4.04811	-20.90727	-20.40135
9	7	-73.79596	-3.95197	-21.0891	-20.58313
10	8	-73.79599	190.08394	-15.5024	-14.99803
11	9	-73.99788	-3.05011	-22.7946	-22.28813
12	9	-73.99788	-3.05011	-22.7946	-22.28813
13	8	-73.79599	190.08394	-15.5024	-14.99803
14	10	-73.99789	190.98579	-17.2079	-16.70303
15	11	-81.48483	114.43143	-35.83209	-35.3219
16	12	-79.59656	105.47719	-18.89879	-18.39345
17	13	-81.50627	168.89516	-34.22394	-33.71423
18	13	-81.50627	168.89516	-34.22394	-33.71423
19	12	-79.59656	105.47719	-18.89879	-18.39345
20	14	-79.59657	159.96178	-17.33006	-16.82516
21	11	-81.48483	114.43143	-35.83209	-35.3219
22	15	-79.59654	-0.55447	-21.95166	-21.44545
23	12	-79.59656	105.47719	-18.89879	-18.39345
24	16	-81.2915	8.42108	-38.92529	-38.41422
25	15	-79.59654	-0.55447	-21.95166	-21.44545
26	11	-81.48483	114.43143	-35.83209	-35.3219
27	17	-66.19173	114.53339	-36.0249	-35.51468
28	18	-81.48483	114.43143	-35.83209	-35.3219
29	19	-66.19174	169.01796	-34.45618	-33.94638
30	19	-66.19174	169.01796	-34.45618	-33.94638
31	18	-81.48483	114.43143	-35.83209	-35.3219
32	20	-81.50627	168.89516	-34.22394	-33.71423
33	17	-66.19173	114.53339	-36.0249	-35.51468
34	21	-81.2915	8.42108	-38.92529	-38.41422
35	18	-81.48483	114.43143	-35.83209	-35.3219
36	22	-66.19171	8.50172	-39.07779	-38.56668
37	21	-81.2915	8.42108	-38.92529	-38.41422
38	17	-66.19173	114.53339	-36.0249	-35.51468
39	23	-71.2684	137.00807	-78.52661	-78.00424
40	24	-66.19173	114.53339	-36.0249	-35.51468
41	25	-71.26842	191.49263	-76.95792	-76.43597
42	25	-71.26842	191.49263	-76.95792	-76.43597
43	24	-66.19173	114.53339	-36.0249	-35.51468
44	26	-66.19174	169.01796	-34.45618	-33.94638
45	27	-75.00728	207.26637	-106.78754	-106.25708
46	23	-71.2684	137.00807	-78.52661	-78.00424
47	25	-71.26842	191.49263	-76.95792	-76.43597
48	23	-71.2684	137.00807	-78.52661	-78.00424
49	28	-66.19171	8.50172	-39.07779	-38.56668
50	24	-66.19173	114.53339	-36.0249	-35.51468
51	29	-75.00728	152.78181	-108.35626	-107.82535
52	23	-71.2684	137.00807	-78.52661	-78.00424
53	27	-75.00728	207.26637	-106.78754	-106.25708
54	30	-71.26839	30.97639	-81.5795	-81.05624
55	28	-66.19171	8.50172	-39.07779	-38.56668
56	23	-71.2684	137.00807	-78.52661	-78.00424
57	29	-75.00728	152.78181	-108.35626	-107.82535
58	30	-71.26839	30.97639	-81.5795	-81.05624
59	23	-71.2684	137.00807	-78.52661	-78.00424
60	31	-75.00726	46.75014	-111.40915	-110.87735
61	30	-71.26839	30.97639	-81.5795	-81.05624
62	29	-75.00728	152.78181	-108.35626	-107.82535
63	32	-146.44829	-4.33653	-20.36188	-19.85612
64	33	-146.44832	189.69939	-14.77519	-14.27103
65	34	-128.2852	-4.24037	-20.54372	-20.0379
66	34	-128.2852	-4.24037	-20.54372	-20.0379
67	33	-146.44832	189.69939	-14.77519	-14.27103
