4011	2070	16.80596	-2.22839	8.91992	9.41731
4012	2061	16.75356	-2.32116	8.90752	9.40491
4013	2071	16.80442	-2.22276	8.90927	9.40667
4014	2061	16.75356	-2.32116	8.90752	9.40491
4015	2072	16.65301	-1.95227	8.2099	8.7075
4016	2071	16.80442	-2.22276	8.90927	9.40667
4017	2071	16.80442	-2.22276	8.90927	9.40667
4018	2072	16.65301	-1.95227	8.2099	8.7075
4019	2073	16.70387	-1.85386	8.21166	8.70925
4020	2074	16.76342	-1.76949	8.21282	8.71041
4021	2071	16.80442	-2.22276	8.90927	9.40667
4022	2075	16.70387	-1.85386	8.21166	8.70925
4023	2076	16.86397	-2.13838	8.91044	9.40783
4024	2071	16.80442	-2.22276	8.90927	9.40667
4025	2074	16.76342	-1.76949	8.21282	8.71041
4026	2071	16.80442	-2.22276	8.90927	9.40667
4027	2076	16.86397	-2.13838	8.91044	9.40783
4028	2070	16.80596	-2.22839	8.91992	9.41731
4029	2070	16.80596	-2.22839	8.91992	9.41731
4030	2076	16.86397	-2.13838	8.91044	9.40783
4031	2077	16.86551	-2.14401	8.92108	9.41847
4032	2077	16.86551	-2.14401	8.92108	9.41847
4033	2076	16.86397	-2.13838	8.91044	9.40783
4034	2078	16.93238	-2.07591	8.92162	9.41901
4035	2078	16.93238	-2.07591	8.92162	9.41901
4036	2076	16.86397	-2.13838	8.91044	9.40783
4037	2079	16.93084	-2.07028	8.91098	9.40837
4038	2076	16.86397	-2.13838	8.91044	9.40783
4039	2080	16.76342	-1.76949	8.21282	8.71041
4040	2079	16.93084	-2.07028	8.91098	9.40837
4041	2079	16.93084	-2.07028	8.91098	9.40837
4042	2080	16.76342	-1.76949	8.21282	8.71041
4043	2081	16.83029	-1.70139	8.21336	8.71096
4044	2082	16.90276	-1.65104	8.21328	8.71087
4045	2079	16.93084	-2.07028	8.91098	9.40837
4046	2083	16.83029	-1.70139	8.21336	8.71096
4047	2084	17.00331	-2.01993	8.91089	9.40829
4048	2079	16.93084	-2.07028	8.91098	9.40837
4049	2082	16.90276	-1.65104	8.21328	8.71087
4050	2079	16.93084	-2.07028	8.91098	9.40837
4051	2084	17.00331	-2.01993	8.91089	9.40829
4052	2078	16.93238	-2.07591	8.92162	9.41901
4053	2078	16.93238	-2.07591	8.92162	9.41901
4054	2084	17.00331	-2.01993	8.91089	9.40829
4055	2085	17.00484	-2.02556	8.92154	9.41893
4056	2085	17.00484	-2.02556	8.92154	9.41893
4057	2084	17.00331	-2.01993	8.91089	9.40829
4058	2086	17.08117	-1.99443	8.92081	9.4182
4059	2086	17.08117	-1.99443	8.92081	9.4182
4060	2087	17.16397	-1.97732	8.90871	9.4061
4061	2088	17.16551	-1.98295	8.91935	9.41674
4062	2086	17.08117	-1.99443	8.92081	9.4182
4063	2084	17.00331	-2.01993	8.91089	9.40829
4064	2089	17.07964	-1.9888	8.91017	9.40756
4065	2089	17.07964	-1.9888	8.91017	9.40756
4066	2087	17.16397	-1.97732	8.90871	9.4061
4067	2086	17.08117	-1.99443	8.92081	9.4182
4068	2084	17.00331	-2.01993	8.91089	9.40829
4069	2090	16.90276	-1.65104	8.21328	8.71087
4070	2089	17.07964	-1.9888	8.91017	9.40756
4071	2089	17.07964	-1.9888	8.91017	9.40756
4072	2090	16.90276	-1.65104	8.21328	8.71087
4073	2091	16.97909	-1.61991	8.21255	8.71014
4074	2087	17.16397	-1.97732	8.90871	9.4061
4075	2089	17.07964	-1.9888	8.91017	9.40756
4076	2092	17.06342	-1.60842	8.21109	8.70869
4077	2092	17.06342	-1.60842	8.21109	8.70869
4078	2089	17.07964	-1.9888	8.91017	9.40756
4079	2093	16.97909	-1.61991	8.21255	8.71014
4080	2094	16.84317	-3.24214	10.21633	10.71335
4081	2095	16.86243	-3.24184	10.21593	10.71295
4082	2096	17.05109	-4.00495	11.65887	12.15548
4083	2096	17.05109	-4.00495	11.65887	12.15548
4084	2095	16.86243	-3.24184	10.21593	10.71295
4085	2097	17.07162	-4.00929	11.66726	12.16387
4086	2098	17.08362	-3.98093	11.66916	12.16576
4087	2099	17.07023	-4.01282	11.68051	12.17711
4088	2100	17.07162	-4.00929	11.66726	12.16387
4089	2100	17.07162	-4.00929	11.66726	12.16387
4090	2099	17.07023	-4.01282	11.68051	12.17711
4091	2101	17.06907	-4.04326	11.67004	12.16665
4092	2102	17.06907	-4.04326	11.67004	12.16665
4093	2103	17.04842	-4.03892	11.66164	12.15825
4094	2104	17.07162	-4.00929	11.66726	12.16387
4095	2104	17.07162	-4.00929	11.66726	12.16387
4096	2103	17.04842	-4.03892	11.66164	12.15825
