 489	  182019.875	  4214.20459	 -193556.04688	  193562.04688
 2392	  180840.45313	  4317.2207	 -194654.73438	  194660.73438
 2387	  181025.57813	  4028.96558	 -195110.79688	  195116.79688
 2388	  180175.90625	  3963.82935	 -195284.34375	  195290.34375
 2393	  180510.50	  4410.59277	 -194142.9375	  194148.9375
 489	  182019.875	  4214.20459	 -193556.04688	  193562.04688
 2392	  180840.45313	  4317.2207	 -194654.73438	  194660.73438
 2393	  180510.50	  4410.59277	 -194142.9375	  194148.9375
 2392	  180840.45313	  4317.2207	 -194654.73438	  194660.73438
 2388	  180175.90625	  3963.82935	 -195284.34375	  195290.34375
 506	  180471.25	  4456.86963	 -193788.35938	  193794.35938
 489	  182019.875	  4214.20459	 -193556.04688	  193562.04688
 2393	  180510.50	  4410.59277	 -194142.9375	  194148.9375
 512	  179477.50	  7894.3208	 -194031.70313	  194037.70313
 506	  180471.25	  4456.86963	 -193788.35938	  193794.35938
 2393	  180510.50	  4410.59277	 -194142.9375	  194148.9375
 2388	  180175.90625	  3963.82935	 -195284.34375	  195290.34375
 512	  179477.50	  7894.3208	 -194031.70313	  194037.70313
 2394	  179836.1875	  4688.22363	 -194637.64063	  194643.64063
 2393	  180510.50	  4410.59277	 -194142.9375	  194148.9375
 2388	  180175.90625	  3963.82935	 -195284.34375	  195290.34375
 2394	  179836.1875	  4688.22363	 -194637.64063	  194643.64063
 2394	  179836.1875	  4688.22363	 -194637.64063	  194643.64063
 512	  179477.50	  7894.3208	 -194031.70313	  194037.70313
 2393	  180510.50	  4410.59277	 -194142.9375	  194148.9375
